-1	DOCLEN	topic estimation
0	10114	0.946879	0.0221211	0.0309997
1	9982	0.951974	0.0166676	0.0313582
2	9971	0.0175796	0.0263763	0.956044
3	10046	0.0183079	0.0276693	0.954023
4	10130	0.0124364	0.958406	0.0291579
5	10022	0.0214348	0.0327098	0.945855
6	10037	0.942978	0.0254321	0.0315899
7	9928	0.0178736	0.948085	0.0340409
8	10228	0.940812	0.0250697	0.0341186
9	10215	0.0180265	0.0281384	0.953835
10	10206	0.0195049	0.0344765	0.946019
11	9960	0.0139672	0.957573	0.0284595
12	9927	0.0165704	0.95436	0.0290701
13	9984	0.0187784	0.950815	0.0304063
14	10118	0.942937	0.0222608	0.0348019
15	9782	0.014571	0.94964	0.0357894
16	9887	0.0201951	0.0243318	0.955473
17	10002	0.018079	0.941613	0.0403079
18	9889	0.0151209	0.952692	0.0321868
19	9906	0.0222754	0.0293903	0.948334
20	10101	0.0140868	0.952921	0.0329924
21	10046	0.939551	0.0218652	0.0385841
22	10112	0.0233368	0.0347968	0.941866
23	9960	0.946462	0.0240628	0.029475
24	10071	0.0184326	0.950582	0.030985
25	9979	0.0177098	0.948431	0.0338593
26	10018	0.0169718	0.0336855	0.949343
27	9840	0.951358	0.0212211	0.0274212
28	10237	0.02235	0.938343	0.0393072
29	10107	0.0251378	0.0339425	0.94092
30	10191	0.942514	0.0230318	0.0344544
31	10105	0.948609	0.0195067	0.0318846
32	10116	0.0189015	0.938745	0.0423534
33	9942	0.0172998	0.02619	0.95651
34	10077	0.0229122	0.939815	0.0372727
35	9954	0.941708	0.0205104	0.0377812
36	9934	0.0186877	0.0289023	0.95241
37	9964	0.94077	0.0230306	0.036199
38	10064	0.019114	0.950228	0.0306579
39	10099	0.946829	0.0215219	0.0316489
40	10070	0.948316	0.0172788	0.0344052
41	10112	0.9521	0.0170055	0.0308947
42	9969	0.0151537	0.0264624	0.958384
43	10135	0.023548	0.942803	0.0336486
44	10017	0.934872	0.0222128	0.0429155
45	9994	0.943818	0.0205527	0.0356296
46	10113	0.0192488	0.0368356	0.943916
47	10001	0.949128	0.0179327	0.0329394
48	10034	0.0167745	0.0267615	0.956464
49	10209	0.0226138	0.94799	0.0293965
50	9987	0.946895	0.0229522	0.0301525
51	9997	0.0170579	0.945751	0.0371914
52	10022	0.94764	0.0188742	0.0334855
53	10092	0.936411	0.0244623	0.0391271
54	10093	0.946694	0.0227711	0.0305351
55	9871	0.948815	0.023173	0.028012
56	9969	0.0204542	0.0255003	0.954046
57	10042	0.0152285	0.947659	0.0371128
58	9992	0.0191272	0.0313833	0.94949
59	9927	0.0211023	0.943682	0.0352158
60	9945	0.0265899	0.0285911	0.944819
61	9931	0.0226591	0.941716	0.0356244
62	10127	0.945705	0.0211124	0.0331828
63	10050	0.021269	0.941849	0.0368819
64	10105	0.938444	0.0223565	0.0391992
65	10088	0.0165121	0.952265	0.031223
66	9868	0.0203838	0.0356145	0.944002
67	10014	0.0187625	0.949278	0.0319598
68	10071	0.934825	0.0257875	0.0393873
69	9980	0.937078	0.0261022	0.0368201
70	9897	0.0149005	0.95594	0.029159
71	10043	0.018017	0.031291	0.950692
72	10078	0.0147893	0.955684	0.0295269
73	10057	0.0193209	0.0380747	0.942604
74	10059	0.017138	0.0257439	0.957118
75	10017	0.015455	0.9491	0.0354454
76	9982	0.0170557	0.0276801	0.955264
77	10071	0.950739	0.0168535	0.0324074
78	10086	0.0146475	0.951585	0.033767
79	9905	0.0162867	0.947718	0.0359953
80	9798	0.0150671	0.0304254	0.954507
81	10006	0.944129	0.020988	0.0348829
82	9860	0.0150446	0.95536	0.0295958
83	10042	0.0133074	0.955271	0.0314221
84	9887	0.0199241	0.927624	0.0524519
85	9829	0.950463	0.0180876	0.031449
86	10045	0.934938	0.0268561	0.0382059
87	10004	0.944666	0.0228046	0.0325299
88	9925	0.0189855	0.0267834	0.954231
89	10049	0.023739	0.0295812	0.94668
90	10007	0.0180647	0.0276564	0.954279
91	10026	0.023466	0.0282573	0.948277
92	9951	0.016734	0.0316846	0.951581
93	10041	0.0159258	0.026128	0.957946
94	9931	0.0166125	0.948896	0.0344915
95	10159	0.0190744	0.0258589	0.955067
96	9955	0.0186133	0.946948	0.0344391
97	9830	0.941446	0.0227409	0.0358131
98	10266	0.0178093	0.947101	0.0350897
99	10347	0.955348	0.0158477	0.0288047
-1	1.00223e+06	-1 -1 -1
number of words in total : 1.00223e+06
log likelihood: -4.36163e+06
perplexity score for k =3, alpha0 =0.01: 77.6284
